,x0,f(x0),Iterações,Tempo,Epsilon,Valor inicial,Distancia,Convergiu
0,-1.1102336030873652,-1.1102230246251565e-16,6.0,140700.0,1e-09,0.8328045454393712,1.0,1.0
1,-0.5300247887605815,-1.2273126959172487e-11,6.0,72000.0,1e-09,0.13733858181308434,1.0,1.0
2,-1.6538389386078183,-4.718447854656915e-15,8.0,106200.0,1e-09,0.44581211059067793,1.0,1.0
3,-1.1972085021367773,-2.45118148001211e-10,7.0,76400.0,1e-09,0.14499031464821233,1.0,1.0
4,-0.7918494226117984,-5.260045732313756e-10,4.0,58700.0,1e-09,0.005407201638135795,1.0,1.0
5,-2.49616671479227,1.1102230246251565e-16,20.0,210400.0,1e-09,0.8975090390906526,1.0,1.0
6,-0.6863997842870171,-8.014811037071468e-12,7.0,79000.0,1e-09,0.8013893381670996,1.0,1.0
7,-0.7795285189572307,-5.273559366969494e-16,5.0,64600.0,1e-09,0.030993393616691733,1.0,1.0
8,-0.2393073453917578,-1.3877787807814457e-17,7.0,74400.0,1e-09,0.8619304073950894,1.0,1.0
9,-1.0880460132873115,-8.235967463576799e-12,31.0,206100.0,1e-09,0.6175693368820764,1.0,1.0
10,-0.5115592337538906,-1.3561374245796287e-13,7.0,74700.0,1e-09,0.858225681754212,1.0,1.0
11,-1.1557509270331476,-5.551115123125783e-17,19.0,139900.0,1e-09,0.6392359705381021,1.0,1.0
12,-1.0260603589591308,-2.441935542663032e-12,8.0,79600.0,1e-09,0.45928903088936346,1.0,1.0
13,-3.165156682276518,-1.1102230246251565e-16,9.0,85200.0,1e-09,0.7809319636582175,1.0,1.0
14,-1.022021645364155,-1.9096946246577318e-11,6.0,68700.0,1e-09,0.32512624466251516,1.0,1.0
15,-0.4294645886663793,0.0,7.0,74900.0,1e-09,0.7591730143866785,1.0,1.0
16,-0.9596620028328513,-5.2272630668426245e-12,5.0,63100.0,1e-09,0.08172673496051042,1.0,1.0
17,-0.643451076212809,-5.568678851375353e-10,7.0,73600.0,1e-09,0.699656344512368,1.0,1.0
18,-1.5946467885909115,-5.17585974080248e-13,7.0,73900.0,1e-09,0.15424909001830567,1.0,1.0
19,-0.465260865827364,-2.6169066913439565e-12,6.0,69200.0,1e-09,0.6813091923477406,1.0,1.0
20,-6.0475755475667805,-1.6375789613221059e-15,36.0,230600.0,1e-09,0.5128270418311939,1.0,1.0
21,-1.2997373086919646,-3.3306690738754696e-16,11.0,97400.0,1e-09,0.3809301254190406,1.0,1.0
22,-0.3020214284824355,-3.0531133177191805e-16,6.0,68900.0,1e-09,0.31363417285302964,1.0,1.0
23,-0.8290197070927563,-1.0436096431476471e-14,6.0,68300.0,1e-09,0.47003204660434694,1.0,1.0
24,-1.0791307036427786,-7.01157132354524e-10,7.0,73700.0,1e-09,0.9091547669248295,1.0,1.0
25,-2.0159668060235694,-1.290416662413918e-10,11.0,95700.0,1e-09,0.549842304121137,1.0,1.0
26,-1.0822297265117975,1.1102230246251565e-16,8.0,78500.0,1e-09,0.9347105416475338,1.0,1.0
27,-0.9133191413074443,-2.220446049250313e-16,7.0,78700.0,1e-09,0.5452548831639047,1.0,1.0
28,-1.7063057029695972,-1.1102230246251565e-16,10.0,90600.0,1e-09,0.7609263319057467,1.0,1.0
29,-0.8157699805003128,-1.6919798895287386e-13,8.0,79200.0,1e-09,0.4298528053973242,1.0,1.0
30,-1.0945674565750876,-3.6992631180510216e-12,8.0,190100.0,1e-09,0.12588552283446452,1.0,1.0
31,-2.710684746947624,-1.2323475573339238e-14,14.0,112700.0,1e-09,0.8233676125391346,1.0,1.0
32,-1.0511592715789577,1.1102230246251565e-16,7.0,74400.0,1e-09,0.6539784502399537,1.0,1.0
33,-0.2705786854748981,3.3180402869703585e-12,4.0,58100.0,1e-09,0.02510817471586957,1.0,1.0
34,-0.7117125474139425,-4.551914400963142e-14,6.0,67200.0,1e-09,0.1625832003012958,1.0,1.0
35,-1.0234845893943605,0.0,7.0,73300.0,1e-09,0.8579725451745717,1.0,1.0
36,-0.6670612225813426,0.0,8.0,79000.0,1e-09,0.43872613065956145,1.0,1.0
37,-0.5583183871507915,-1.3877787807814457e-16,9.0,85400.0,1e-09,0.07292689221185567,1.0,1.0
38,-1.0058420234893086,-1.2352063816223335e-11,7.0,74500.0,1e-09,0.5308726241858251,1.0,1.0
39,-2.8338211196213843,2.220446049250313e-16,18.0,132300.0,1e-09,0.3671050304511615,1.0,1.0
40,-12.236593429082154,-1.0236256287043943e-13,56.0,336100.0,1e-09,0.36961049472367424,1.0,1.0
41,-1.0847232383837047,-7.077227692775523e-11,5.0,63400.0,1e-09,0.046108440335118295,1.0,1.0
42,-2.130977074223712,-6.661338147750939e-16,29.0,189600.0,1e-09,0.26574406630575786,1.0,1.0
43,-0.6014490878228433,-1.6653345369377348e-16,8.0,78300.0,1e-09,0.3817736166911553,1.0,1.0
44,-0.49047745474584825,-1.824859707788562e-11,6.0,68300.0,1e-09,0.761108486844875,1.0,1.0
45,-0.6989239414938919,-2.886579864025407e-15,7.0,72700.0,1e-09,0.965782016121259,1.0,1.0
46,-0.14229635403892119,4.038297474195929e-13,6.0,68400.0,1e-09,0.46482332855240915,1.0,1.0
47,-0.8076321438920008,0.0,8.0,79300.0,1e-09,0.1873779445859074,1.0,1.0
48,-0.6665917244679177,0.5141922366848114,101.0,585000.0,1e-09,0.09642942332564863,1.0,0.0
49,-3.1945366425427206,-6.661338147750939e-16,55.0,330700.0,1e-09,0.7928955623213214,1.0,1.0
50,-0.4642650322724331,0.0,8.0,79200.0,1e-09,0.8977410996668936,1.0,1.0
51,-1.4374262579460968,-5.307310146918098e-12,9.0,85700.0,1e-09,0.3374586307603308,1.0,1.0
52,-1.4434081458237296,-6.328271240363392e-15,13.0,106500.0,1e-09,0.6470679544091741,1.0,1.0
53,-4.784459971165953,-4.455591451346663e-10,47.0,290200.0,1e-09,0.5867477043632728,1.0,1.0
54,-0.7789914802090486,-5.598310703902598e-11,8.0,78900.0,1e-09,0.9651626088553165,1.0,1.0
55,-0.9354832869417735,-4.6170278711343826e-10,7.0,74500.0,1e-09,0.3611911142056542,1.0,1.0
56,-1.364308937547398,-5.052624985069087e-13,8.0,78500.0,1e-09,0.6758937237795144,1.0,1.0
57,-0.08113389944355098,-3.7470027081099033e-16,6.0,68300.0,1e-09,0.9624157381407684,1.0,1.0
