,x0,f(x0),Iterações,Tempo,Epsilon,Valor inicial,Distancia,Convergiu
0,-1.1613619163730644,0.0,7.0,131700.0,1e-09,0.30228064159789547,1.0,1.0
1,-1.4001053940763024,9.2148511043888e-15,16.0,192400.0,1e-09,0.23114855823754765,1.0,1.0
2,-0.7248407962884348,3.544331494964581e-12,5.0,104600.0,1e-09,0.9298157576134448,1.0,1.0
3,-0.5372175178354938,-1.6346590747673417e-11,5.0,165600.0,1e-09,0.2798013070662626,1.0,1.0
4,-2.1404498890877504,-6.13398221105399e-14,7.0,119300.0,1e-09,0.30676997539473816,1.0,1.0
5,-1.9325774506632316,-6.661338147750939e-16,7.0,168800.0,1e-09,0.8547854573311311,1.0,1.0
6,-1.4707930975793397,-5.551115123125783e-17,12.0,253800.0,1e-09,0.077111792061202,1.0,1.0
7,-0.48511841164544484,-1.90992222037778e-11,5.0,109700.0,1e-09,0.42781800497550604,1.0,1.0
8,-0.7707979117653723,1.6073808950523016e-12,4.0,94900.0,1e-09,0.8353367380865953,1.0,1.0
9,-0.16700670605612924,1.557171058763629e-12,4.0,101100.0,1e-09,0.1669120517376108,1.0,1.0
10,-0.8233792916458084,-7.835276871759334e-11,4.0,93500.0,1e-09,0.35143163775206954,1.0,1.0
11,-1.699454407226787,-3.774758283725532e-15,14.0,173800.0,1e-09,0.2563677940887551,1.0,1.0
12,-0.0037592545257324013,3.361026734705064e-17,4.0,95100.0,1e-09,0.3419842286164503,1.0,1.0
13,-7.04777155530561,4.551914400963142e-15,26.0,271800.0,1e-09,0.7301536162741823,1.0,1.0
14,-0.6013937700005828,-1.2496126355898696e-10,4.0,94900.0,1e-09,0.3855920457964719,1.0,1.0
15,-1.3970284012179384,-1.0647038806155251e-13,5.0,102600.0,1e-09,0.5693458582528826,1.0,1.0
16,-0.5640430444115987,-1.27675647831893e-14,5.0,107600.0,1e-09,0.22679373001003822,1.0,1.0
17,-1.0708632662349449,0.0,6.0,111700.0,1e-09,0.961742506625107,1.0,1.0
