,x0,f(x0),Iterações,Tempo,Epsilon,Valor inicial,Distancia,Convergiu
0,-1.1613619164154896,-8.154532604720544e-11,8.0,138000.0,1e-09,0.30228064159789547,1.0,1.0
1,-1.400105394090991,-3.512956592288674e-11,8.0,83300.0,1e-09,0.23114855823754765,1.0,1.0
2,-0.7248407962965047,-5.551115123125783e-17,8.0,81100.0,1e-09,0.9298157576134448,1.0,1.0
3,-0.5372175178770021,-6.643069427880732e-11,5.0,63200.0,1e-09,0.2798013070662626,1.0,1.0
4,-2.1404498890881882,-9.064415884552091e-13,19.0,296600.0,1e-09,0.30676997539473816,1.0,1.0
5,-1.9325774506632927,-1.1146639167236572e-13,17.0,129600.0,1e-09,0.8547854573311311,1.0,1.0
6,-1.470793097579756,-1.8954282587912985e-13,8.0,229700.0,1e-09,0.077111792061202,1.0,1.0
7,-0.4851184116196706,-4.718447854656915e-16,7.0,114100.0,1e-09,0.42781800497550604,1.0,1.0
8,-0.770797911766809,-3.838040996129166e-13,6.0,70000.0,1e-09,0.8353367380865953,1.0,1.0
9,-0.1670067060606701,3.7761460625063137e-13,6.0,68900.0,1e-09,0.1669120517376108,1.0,1.0
10,-0.823379291636537,-6.980760414165843e-11,6.0,67900.0,1e-09,0.35143163775206954,1.0,1.0
11,-1.6994544072463278,-3.827849148763107e-11,11.0,95200.0,1e-09,0.2563677940887551,1.0,1.0
12,-0.0037592545257324307,2.47198095326695e-17,6.0,68300.0,1e-09,0.3419842286164503,1.0,1.0
13,-7.047771555489425,-1.2985880148974616e-09,65.0,403500.0,1e-09,0.7301536162741823,1.0,1.0
14,-0.6013937700017105,-1.260899162858209e-10,5.0,63100.0,1e-09,0.3855920457964719,1.0,1.0
15,-1.397028401217906,-4.5630166312093934e-14,9.0,85500.0,1e-09,0.5693458582528826,1.0,1.0
16,-0.5640430444145917,-3.3728575488112256e-12,5.0,63200.0,1e-09,0.22679373001003822,1.0,1.0
17,-1.0708632662358821,-1.5272227926743653e-12,8.0,79800.0,1e-09,0.961742506625107,1.0,1.0
18,-0.18774678136009673,8.002903895132363e-13,5.0,63500.0,1e-09,0.2250605208738682,1.0,1.0
19,-0.4928606626988354,-6.747324921008158e-12,5.0,62900.0,1e-09,0.09098742354971945,1.0,1.0
20,-0.957716235415136,-2.1426194152240896e-12,8.0,78700.0,1e-09,0.46897700407823784,1.0,1.0
21,-0.7079244061693354,-3.39415495709261e-10,6.0,68700.0,1e-09,0.6050076412449429,1.0,1.0
22,-0.14828082014828284,-6.884770531456752e-14,5.0,63000.0,1e-09,0.2912272720669101,1.0,1.0
23,-0.9594506838529232,-7.993914419301973e-10,6.0,67600.0,1e-09,0.6804653577516269,1.0,1.0
24,-1.3811047606834934,-2.220446049250313e-16,7.0,72100.0,1e-09,0.5391944311242097,1.0,1.0
25,-0.5759446961798571,-3.552713678800501e-15,5.0,63000.0,1e-09,0.04078634612821941,1.0,1.0
26,-0.8680192341463614,-5.329070518200751e-15,6.0,94200.0,1e-09,0.3052693050505795,1.0,1.0
27,-2.2093212306292123,-2.2870594307278225e-13,6.0,68000.0,1e-09,0.7200515441884028,1.0,1.0
28,-1.3425498879751232,-1.6653345369377348e-16,9.0,84200.0,1e-09,0.5489991037363784,1.0,1.0
29,-0.29972940140016524,-8.752605584749773e-11,6.0,67500.0,1e-09,0.37459109075039687,1.0,1.0
30,-0.9512574163251122,-2.0024870650559023e-11,7.0,73000.0,1e-09,0.5093857532437056,1.0,1.0
31,-1.4534932037047052,-2.7111646261346323e-13,12.0,99800.0,1e-09,0.3924968348505591,1.0,1.0
32,-0.20588130903628812,-2.6024896127019304e-10,5.0,62700.0,1e-09,0.5927249087230638,1.0,1.0
33,-0.7851115324181072,-1.1102230246251565e-16,6.0,67600.0,1e-09,0.24832523890702185,1.0,1.0
34,-0.9476186129343833,-2.5304802697689865e-10,7.0,72900.0,1e-09,0.1736013876971425,1.0,1.0
35,-5.094458491352005,-1.4056034114418026e-11,16.0,169600.0,1e-09,0.8277656029642304,1.0,1.0
36,-0.10805064513246761,7.513087374455552e-12,5.0,62500.0,1e-09,0.1953351459315934,1.0,1.0
37,-1.277187226061723,-1.1102230246251565e-16,7.0,112000.0,1e-09,0.888601968037323,1.0,1.0
38,-0.6622018016017066,-3.7703173916270316e-13,6.0,68800.0,1e-09,0.7085443787283834,1.0,1.0
39,-0.6657415548013547,-1.1102230246251565e-16,6.0,67200.0,1e-09,0.3991253203123155,1.0,1.0
40,-0.1736609967272688,0.0,6.0,67100.0,1e-09,0.3630733708390367,1.0,1.0
41,-1.134759482192256,-1.454392162258955e-14,7.0,72600.0,1e-09,0.2630573707192603,1.0,1.0
42,-1.7279264989753231,-5.551115123125783e-16,15.0,116700.0,1e-09,0.8525707129681406,1.0,1.0
43,-0.8250119093281252,-2.19824158875781e-14,6.0,67900.0,1e-09,0.39540820704578294,1.0,1.0
44,-0.977359215094165,-9.822831437134028e-11,7.0,72500.0,1e-09,0.9968786960047485,1.0,1.0
45,-0.8855066603633391,-5.090372567906343e-12,11.0,93700.0,1e-09,0.32971081618982323,1.0,1.0
46,-1.0617963973990214,-1.432187701766452e-14,7.0,73000.0,1e-09,0.4370418444952936,1.0,1.0
47,-0.28893378218729826,-4.353906124521245e-12,4.0,64600.0,1e-09,0.026714603372648527,1.0,1.0
48,-0.5497448298720569,-1.3877787807814457e-17,10.0,88000.0,1e-09,0.9243015921214152,1.0,1.0
49,-1.0162720098196432,-8.98187080267121e-12,11.0,93800.0,1e-09,0.1684808482544512,1.0,1.0
50,-1.3841774364644646,-1.1102230246251565e-16,20.0,143600.0,1e-09,0.4856785207909867,1.0,1.0
51,-1.173525328838433,-3.000932835561798e-13,8.0,84400.0,1e-09,0.3295322402725561,1.0,1.0
