,x0,f(x0),Iterações,Tempo,Epsilon,Valor inicial,Distancia
0,0.6639488323573048,-0.007489829112993781,1.0,20500.0,1.0,0.6639488323573048,1.0
1,0.40431026492447786,0.0013875515152716542,1.0,14100.0,1.0,0.40431026492447786,1.0
2,0.96671800462237,-0.010232991230128018,1.0,13500.0,1.0,0.96671800462237,1.0
3,0.48320014635549513,-0.0004884737597121146,1.0,13100.0,1.0,0.48320014635549513,1.0
4,0.03913977267043678,-0.00045747701163172247,1.0,13100.0,1.0,0.03913977267043678,1.0
5,0.5760994547263479,-9.79425721110145e-05,1.0,13200.0,1.0,0.5760994547263479,1.0
6,0.7643139970757631,-0.016695147495508548,1.0,13000.0,1.0,0.7643139970757631,1.0
7,0.4345846130109353,-0.012615851166063594,1.0,13300.0,1.0,0.4345846130109353,1.0
8,0.992743474237703,0.002036831569926361,1.0,13100.0,1.0,0.992743474237703,1.0
9,0.9553032335139077,0.04007493242604643,1.0,13100.0,1.0,0.9553032335139077,1.0
10,0.8677771621224554,-0.0005792863522579546,1.0,13100.0,1.0,0.8677771621224554,1.0
11,0.045713487485554816,-0.04276324606785544,1.0,13300.0,1.0,0.045713487485554816,1.0
12,0.5584402190119144,-0.0001812645559955419,1.0,13100.0,1.0,0.5584402190119144,1.0
13,0.18322315680842716,-5.033458838786158e-05,1.0,13300.0,1.0,0.18322315680842716,1.0
14,0.1279849475521636,-0.0480385029404954,1.0,13100.0,1.0,0.1279849475521636,1.0
15,0.1052817342908724,0.0008548416478916345,1.0,13400.0,1.0,0.1052817342908724,1.0
16,0.4323009142436718,-0.05809277067093919,1.0,13000.0,1.0,0.4323009142436718,1.0
17,0.7393907479839092,0.01082310036989191,1.0,13300.0,1.0,0.7393907479839092,1.0
18,0.3125194424367106,-0.013985431076876173,1.0,13100.0,1.0,0.3125194424367106,1.0
19,0.09096248786082839,-0.2109734599831859,1.0,12600.0,1.0,0.09096248786082839,1.0
20,0.7591926267553452,-0.002432046197945974,1.0,12200.0,1.0,0.7591926267553452,1.0
21,0.7916339993216573,-0.006067420439046608,1.0,11900.0,1.0,0.7916339993216573,1.0
22,0.32717656324001065,-0.054364124013962074,1.0,11700.0,1.0,0.32717656324001065,1.0
23,0.7378355726995981,0.12444303416217563,1.0,11400.0,1.0,0.7378355726995981,1.0
24,0.6108321949733032,0.04047283734976003,1.0,11500.0,1.0,0.6108321949733032,1.0
25,0.3674624321632658,0.012229190433733413,1.0,11800.0,1.0,0.3674624321632658,1.0
26,0.49506426603296694,0.000654716679219524,1.0,11900.0,1.0,0.49506426603296694,1.0
27,0.2319630558989133,0.01676002375480956,1.0,12400.0,1.0,0.2319630558989133,1.0
28,0.21705428860937603,0.0008464131668497225,1.0,12000.0,1.0,0.21705428860937603,1.0
29,0.8612849337898352,0.07269356465812384,1.0,11700.0,1.0,0.8612849337898352,1.0
30,0.5247437364501523,0.003943881918805872,1.0,11700.0,1.0,0.5247437364501523,1.0
31,0.8088759327358173,-0.009712371279590322,1.0,11500.0,1.0,0.8088759327358173,1.0
32,0.03279763422447801,0.004634171918135947,1.0,11500.0,1.0,0.03279763422447801,1.0
33,0.9388908079227911,0.3404405836154166,1.0,13300.0,1.0,0.9388908079227911,1.0
34,0.9182973329602073,0.0044663124608126025,1.0,13200.0,1.0,0.9182973329602073,1.0
35,0.9825094113699289,0.06886818532656859,1.0,12300.0,1.0,0.9825094113699289,1.0
36,0.29479914169389354,-0.0023880252666358564,1.0,11800.0,1.0,0.29479914169389354,1.0
37,0.8746759412698238,0.0005330786959446516,1.0,12300.0,1.0,0.8746759412698238,1.0
38,0.6898854227370906,0.14140308198820745,1.0,11400.0,1.0,0.6898854227370906,1.0
39,0.5326304658362007,-0.008767280818550405,1.0,11900.0,1.0,0.5326304658362007,1.0
40,0.5276067835428708,-0.001819871257539579,1.0,11700.0,1.0,0.5276067835428708,1.0
41,0.20631557934245692,0.04176132936502337,1.0,11800.0,1.0,0.20631557934245692,1.0
42,0.2441486202358798,0.0015112118475621992,1.0,11400.0,1.0,0.2441486202358798,1.0
43,0.036717328343187416,-0.006355050039683148,1.0,12200.0,1.0,0.036717328343187416,1.0
44,0.7632015514971783,0.001352874177015307,1.0,12000.0,1.0,0.7632015514971783,1.0
45,0.9242154595676738,0.06465761133329989,1.0,11500.0,1.0,0.9242154595676738,1.0
46,0.03908016544513104,-0.33732991760313347,1.0,11500.0,1.0,0.03908016544513104,1.0
47,0.7000541589557492,0.04627344109946893,1.0,12400.0,1.0,0.7000541589557492,1.0
48,0.8516665660173037,-0.0004863063727136132,1.0,11700.0,1.0,0.8516665660173037,1.0
49,0.5602001859282248,-0.0008644695948480855,1.0,11600.0,1.0,0.5602001859282248,1.0
50,0.6246845429514785,-0.020801182094607778,1.0,11400.0,1.0,0.6246845429514785,1.0
51,0.2571936347562569,-0.1550125362823538,1.0,11300.0,1.0,0.2571936347562569,1.0
52,3.2147912880143013,19.364348005188187,2.0,19100.0,1.0,0.7790331614432778,1.0
53,0.768913136133632,-0.03037543057156171,1.0,11700.0,1.0,0.768913136133632,1.0
54,0.2615562173051772,0.013534079695758941,1.0,11600.0,1.0,0.2615562173051772,1.0
55,0.25970788206533346,-0.006645606134294945,1.0,11800.0,1.0,0.25970788206533346,1.0
56,0.7943165213886692,0.19148131673853194,1.0,11600.0,1.0,0.7943165213886692,1.0
57,0.5382268239841886,-0.03766548274067939,1.0,11300.0,1.0,0.5382268239841886,1.0
58,0.8473698137012126,0.001027419004979539,1.0,11300.0,1.0,0.8473698137012126,1.0
59,0.6344148405202806,-6.388112283921927e-05,1.0,11400.0,1.0,0.6344148405202806,1.0
60,0.9781969302621943,0.3334849295807487,1.0,11700.0,1.0,0.9781969302621943,1.0
61,0.19525451932205085,-0.02551845148730814,1.0,11500.0,1.0,0.19525451932205085,1.0
62,0.2326504491541358,0.04369754036680289,1.0,11300.0,1.0,0.2326504491541358,1.0
63,0.21389552611461837,-0.0015797891504489986,1.0,11800.0,1.0,0.21389552611461837,1.0
64,0.5776585630894815,-0.0012935070668953243,1.0,11700.0,1.0,0.5776585630894815,1.0
65,0.6889080322153572,0.013142078843019713,1.0,11700.0,1.0,0.6889080322153572,1.0
66,0.8228238600032247,0.04950276937537514,1.0,11600.0,1.0,0.8228238600032247,1.0
67,0.6278967202938193,0.01218081856967788,1.0,11300.0,1.0,0.6278967202938193,1.0
68,0.30079919714617576,0.01146425708123867,1.0,11300.0,1.0,0.30079919714617576,1.0
69,0.888282269489251,0.0801466212784199,1.0,11500.0,1.0,0.888282269489251,1.0
70,0.14554621111286326,0.007779528218817569,1.0,11100.0,1.0,0.14554621111286326,1.0
71,0.9804029218220559,0.05990886233815685,1.0,11600.0,1.0,0.9804029218220559,1.0
72,0.41028208262818,-0.00020588736270859181,1.0,11400.0,1.0,0.41028208262818,1.0
73,0.2355325220729716,0.0014912623633334262,1.0,11800.0,1.0,0.2355325220729716,1.0
74,0.9881561691266201,0.013575312317446084,1.0,11800.0,1.0,0.9881561691266201,1.0
75,-2.115073046422398,-15.901944387798213,2.0,19600.0,1.0,0.6514034208441138,1.0
76,0.8887583020540406,0.0292058006660583,1.0,11800.0,1.0,0.8887583020540406,1.0
77,0.13535457829555886,0.029015728035288284,1.0,11500.0,1.0,0.13535457829555886,1.0
78,0.24521530562065208,-0.13472934114500817,1.0,12000.0,1.0,0.24521530562065208,1.0
79,0.17647166774526502,-0.04646882537906228,1.0,36600.0,1.0,0.17647166774526502,1.0
80,0.2876833559865254,0.011792634101278166,1.0,28400.0,1.0,0.2876833559865254,1.0
81,0.23601696320870036,-0.02464544890811881,1.0,11800.0,1.0,0.23601696320870036,1.0
82,0.7642366101600105,0.10485502021136824,1.0,11500.0,1.0,0.7642366101600105,1.0
83,0.2630164808930896,0.016758551918808037,1.0,12700.0,1.0,0.2630164808930896,1.0
84,0.7451226744575528,-0.008956075496824843,1.0,12200.0,1.0,0.7451226744575528,1.0
85,0.7549720699832574,0.0023787242048064153,1.0,11900.0,1.0,0.7549720699832574,1.0
86,0.013524421821191845,-0.011446427787995572,1.0,28600.0,1.0,0.013524421821191845,1.0
87,0.3188845176031603,-0.0002518593346894427,1.0,11400.0,1.0,0.3188845176031603,1.0
88,0.7094862699324238,-0.004689369188337967,1.0,11500.0,1.0,0.7094862699324238,1.0
89,0.9010025389317932,-0.002173265210252398,1.0,11600.0,1.0,0.9010025389317932,1.0
90,0.16429967920243982,-0.3347262326614523,1.0,11700.0,1.0,0.16429967920243982,1.0
91,0.8067866350802987,0.09222035996489508,1.0,11500.0,1.0,0.8067866350802987,1.0
92,0.2918670630768083,-0.19178744993571764,1.0,11400.0,1.0,0.2918670630768083,1.0
93,0.1447874438508393,0.003987317481692354,1.0,11500.0,1.0,0.1447874438508393,1.0
94,0.03282666814893531,-0.07126556313356094,1.0,11300.0,1.0,0.03282666814893531,1.0
95,0.5780791473194671,0.01001065513139655,1.0,11400.0,1.0,0.5780791473194671,1.0
96,0.47660506226614463,0.015159757453196459,1.0,11600.0,1.0,0.47660506226614463,1.0
97,0.635301830276715,0.14278999179400464,1.0,11700.0,1.0,0.635301830276715,1.0
98,0.1494796181451854,0.02562037997822379,1.0,11900.0,1.0,0.1494796181451854,1.0
99,0.5995048939064033,0.005367921970810111,1.0,11800.0,1.0,0.5995048939064033,1.0
100,0.1654186724020682,-7.506397962715017e-05,1.0,11600.0,1.0,0.1654186724020682,1.0
101,0.8332280330766778,-0.004036127627548012,1.0,11500.0,1.0,0.8332280330766778,1.0
102,0.2313349032940134,0.004013099298467589,1.0,11700.0,1.0,0.2313349032940134,1.0
103,0.1514290673285037,-0.01165751312259119,1.0,11400.0,1.0,0.1514290673285037,1.0
104,0.5420137573752707,-0.004366769878503536,1.0,11800.0,1.0,0.5420137573752707,1.0
105,0.3564991804140222,-0.002859035458120134,1.0,12600.0,1.0,0.3564991804140222,1.0
106,0.7581822034252279,0.1084440333676923,1.0,27900.0,1.0,0.7581822034252279,1.0
107,0.31720938286610245,0.020892188388994894,1.0,26700.0,1.0,0.31720938286610245,1.0
108,0.6002375008268915,0.007888147000489685,1.0,12000.0,1.0,0.6002375008268915,1.0
109,0.9479415818683644,0.15788569885513415,1.0,11500.0,1.0,0.9479415818683644,1.0
110,0.4207187708630501,0.005436868409262302,1.0,11600.0,1.0,0.4207187708630501,1.0
111,-1.0111536540173736,-5.070181606369654,2.0,46300.0,1.0,0.5630339940139714,1.0
112,0.1117133050345549,0.00990534910417064,1.0,11600.0,1.0,0.1117133050345549,1.0
113,0.6849633486592852,0.1785675947196366,1.0,13900.0,1.0,0.6849633486592852,1.0
114,0.4702729598749369,-0.010854472736966351,1.0,11600.0,1.0,0.4702729598749369,1.0
115,0.1994696988935769,0.013163311975892968,1.0,11700.0,1.0,0.1994696988935769,1.0
116,0.38332872969575416,-0.07035321337579412,1.0,12300.0,1.0,0.38332872969575416,1.0
117,0.06495823585178351,-0.03294175526583459,1.0,11500.0,1.0,0.06495823585178351,1.0
118,0.2826882903588065,0.018683427215209426,1.0,11500.0,1.0,0.2826882903588065,1.0
119,0.929031399918155,0.17483681670392773,1.0,11500.0,1.0,0.929031399918155,1.0
120,0.6120386739112563,0.032960843140289804,1.0,34100.0,1.0,0.6120386739112563,1.0
121,0.14139487768173653,0.00018166406952679464,1.0,11800.0,1.0,0.14139487768173653,1.0
122,0.39920034070337596,0.031164732608680537,1.0,11500.0,1.0,0.39920034070337596,1.0
123,0.7488553599640863,0.001349820394104716,1.0,12300.0,1.0,0.7488553599640863,1.0
124,0.9242064882854377,0.13729714060729167,1.0,11900.0,1.0,0.9242064882854377,1.0
125,0.5586032433748201,-0.01032908873111228,1.0,11800.0,1.0,0.5586032433748201,1.0
126,0.0969693791361852,0.0015941793352840553,1.0,12300.0,1.0,0.0969693791361852,1.0
127,0.17012526402558914,-0.02865512574075292,1.0,11700.0,1.0,0.17012526402558914,1.0
128,1.686011534563406,1.656574189666919,2.0,19500.0,1.0,0.6340917203903098,1.0
129,0.13477199685626273,-0.24474401893297124,1.0,11800.0,1.0,0.13477199685626273,1.0
130,0.6968030140835082,-0.0016145294768314838,1.0,11600.0,1.0,0.6968030140835082,1.0
131,0.7420345749252547,0.13164526093925308,1.0,11900.0,1.0,0.7420345749252547,1.0
132,0.5243777104343844,0.006275005832186026,1.0,11700.0,1.0,0.5243777104343844,1.0
133,0.9033566843914665,0.0007138479414436383,1.0,11600.0,1.0,0.9033566843914665,1.0
134,0.631699392017753,0.08647553067562394,1.0,11500.0,1.0,0.631699392017753,1.0
135,0.8779328412374912,-0.006534701062896281,1.0,11600.0,1.0,0.8779328412374912,1.0
136,0.6968633291998847,0.04388986431096788,1.0,12000.0,1.0,0.6968633291998847,1.0
137,0.3994599342728733,0.009044238255075053,1.0,12000.0,1.0,0.3994599342728733,1.0
138,0.5743278264619573,0.0006359104382947375,1.0,11900.0,1.0,0.5743278264619573,1.0
139,0.39886199622047336,0.04385024423540873,1.0,12000.0,1.0,0.39886199622047336,1.0
140,0.9923014323796175,0.03114928036772589,1.0,12100.0,1.0,0.9923014323796175,1.0
141,0.3866246806508207,0.007565615921293441,1.0,12000.0,1.0,0.3866246806508207,1.0
142,0.056361280119831436,-0.14903103581365318,1.0,12100.0,1.0,0.056361280119831436,1.0
143,0.6598574339447111,-0.01671819706395265,1.0,12300.0,1.0,0.6598574339447111,1.0
144,0.9708173803480477,0.07550067502566293,1.0,12100.0,1.0,0.9708173803480477,1.0
145,0.025335222645915034,-0.024690099020659332,1.0,12000.0,1.0,0.025335222645915034,1.0
146,0.020990104433234236,-0.19190234672522297,1.0,12000.0,1.0,0.020990104433234236,1.0
147,0.04402243583181309,-0.11338625708089806,1.0,11900.0,1.0,0.04402243583181309,1.0
148,0.29568420365490067,0.037671765056488046,1.0,11900.0,1.0,0.29568420365490067,1.0
149,0.852010433059823,0.13557293137394297,1.0,12000.0,1.0,0.852010433059823,1.0
150,0.236519475747744,-0.007490607353615682,1.0,12000.0,1.0,0.236519475747744,1.0
151,0.25249148651945863,-0.0044559834152001964,1.0,11900.0,1.0,0.25249148651945863,1.0
152,0.1289827544112706,0.006587222574153241,1.0,11800.0,1.0,0.1289827544112706,1.0
153,0.049302296250041455,-0.01539142795281192,1.0,12200.0,1.0,0.049302296250041455,1.0
154,0.43491431730132435,0.0032104604191046625,1.0,12000.0,1.0,0.43491431730132435,1.0
155,0.9927516212628532,0.009227831244309908,1.0,11800.0,1.0,0.9927516212628532,1.0
156,0.05593783644287387,-0.05762609431778423,1.0,12300.0,1.0,0.05593783644287387,1.0
157,0.8968755017379317,-0.006692140280205551,1.0,12100.0,1.0,0.8968755017379317,1.0
158,0.8082219903361176,0.0025269832334208564,1.0,12000.0,1.0,0.8082219903361176,1.0
159,0.0542282533551669,-0.02003209639970366,1.0,12100.0,1.0,0.0542282533551669,1.0
160,0.8512760191259667,-0.0033164961822089887,1.0,12000.0,1.0,0.8512760191259667,1.0
161,0.9849015958894344,0.11715324915082627,1.0,11900.0,1.0,0.9849015958894344,1.0
162,0.46784014027423415,0.0008894140031622441,1.0,11700.0,1.0,0.46784014027423415,1.0
163,0.39725011451649805,-0.0009413917372051694,1.0,11800.0,1.0,0.39725011451649805,1.0
164,0.684388754972501,0.01627858133188383,1.0,11800.0,1.0,0.684388754972501,1.0
165,0.4039286352745546,0.05075832940367188,1.0,11800.0,1.0,0.4039286352745546,1.0
166,0.2621404708561066,-0.0021232120274285674,1.0,12500.0,1.0,0.2621404708561066,1.0
167,0.48978331622652593,-0.04425284503302453,1.0,11700.0,1.0,0.48978331622652593,1.0
168,0.7910620160384665,0.006851312265829084,1.0,11900.0,1.0,0.7910620160384665,1.0
169,0.5492737094918696,0.027857608547620226,1.0,11800.0,1.0,0.5492737094918696,1.0
170,0.13933090876609044,0.00514216296814501,1.0,11800.0,1.0,0.13933090876609044,1.0
171,0.5530338931111775,0.005603455882382939,1.0,12000.0,1.0,0.5530338931111775,1.0
172,0.5100991389702771,0.031593205572066074,1.0,11700.0,1.0,0.5100991389702771,1.0
173,0.9823999700825564,0.04260606525797727,1.0,11800.0,1.0,0.9823999700825564,1.0
174,0.18368232270266616,0.04098880070502607,1.0,11700.0,1.0,0.18368232270266616,1.0
175,0.7878844444438019,-0.05821763699151342,1.0,11600.0,1.0,0.7878844444438019,1.0
176,0.8543229563539385,-0.0002524485116742056,1.0,12000.0,1.0,0.8543229563539385,1.0
177,0.9576601820587874,0.06557225899950213,1.0,11900.0,1.0,0.9576601820587874,1.0
178,0.6518925137450384,0.005766585679482745,1.0,11900.0,1.0,0.6518925137450384,1.0
179,0.9880724863380854,0.05915453665352216,1.0,12000.0,1.0,0.9880724863380854,1.0
180,0.30159368416946064,-0.12647099981530688,1.0,11700.0,1.0,0.30159368416946064,1.0
181,0.884023180042243,-0.004609305299542885,1.0,12000.0,1.0,0.884023180042243,1.0
182,0.7939600926699772,0.004831390210637705,1.0,11800.0,1.0,0.7939600926699772,1.0
183,0.5122944127942125,0.011786403869023345,1.0,12300.0,1.0,0.5122944127942125,1.0
184,0.7335914262556734,-0.008370468308436591,1.0,11800.0,1.0,0.7335914262556734,1.0
185,0.7055887707432376,0.02206301690002588,1.0,11700.0,1.0,0.7055887707432376,1.0
186,0.3780605888081696,0.009764854045177117,1.0,12000.0,1.0,0.3780605888081696,1.0
187,-1.7054599414341018,-15.12059898360142,2.0,19500.0,1.0,0.6114535361874801,1.0
188,0.9411425247605261,0.0566215862414085,1.0,11900.0,1.0,0.9411425247605261,1.0
189,0.3178054886532494,-0.014049141801586658,1.0,12100.0,1.0,0.3178054886532494,1.0
190,0.24071366283105267,-0.056795355471667815,1.0,12100.0,1.0,0.24071366283105267,1.0
191,0.6854299001774884,0.0260771132963437,1.0,12200.0,1.0,0.6854299001774884,1.0
192,0.5390979786680793,-0.007109082075011565,1.0,11900.0,1.0,0.5390979786680793,1.0
193,0.8836308965627392,0.025962272913971515,1.0,11600.0,1.0,0.8836308965627392,1.0
194,0.011505221700883639,-0.10665186115459162,1.0,12100.0,1.0,0.011505221700883639,1.0
195,0.46170854635909275,-0.009267083035970233,1.0,12000.0,1.0,0.46170854635909275,1.0
196,0.44340800677035397,9.087696472222516e-05,1.0,12300.0,1.0,0.44340800677035397,1.0
197,0.12814245476925468,0.03770789279633773,1.0,13200.0,1.0,0.12814245476925468,1.0
198,0.04279963818214216,-0.11115574771555992,1.0,11900.0,1.0,0.04279963818214216,1.0
199,0.3618798243928424,0.015093817048983325,1.0,11800.0,1.0,0.3618798243928424,1.0
200,0.6474436614253651,0.010119382479965357,1.0,11900.0,1.0,0.6474436614253651,1.0
201,0.9701898106591286,0.03151013370907157,1.0,12100.0,1.0,0.9701898106591286,1.0
202,0.2907533430934953,-0.004022250359984089,1.0,11700.0,1.0,0.2907533430934953,1.0
203,-2.2614845502352865,-19.923559815964637,3.0,26500.0,1.0,0.2836190020399103,1.0
204,0.023482452693527667,-0.665879009616054,1.0,11700.0,1.0,0.023482452693527667,1.0
205,2.109931467825956,4.096336273870476,2.0,19500.0,1.0,0.7492905430729434,1.0
206,0.18356584237287787,-0.03745573714681951,1.0,12000.0,1.0,0.18356584237287787,1.0
207,0.9327619293339239,0.10692096370216031,1.0,47400.0,1.0,0.9327619293339239,1.0
208,0.802575781678996,-0.0021976925549177383,1.0,12300.0,1.0,0.802575781678996,1.0
209,0.47929905374558923,-0.008508263273896328,1.0,12200.0,1.0,0.47929905374558923,1.0
210,0.7384646830321725,-0.0180740849857125,1.0,12100.0,1.0,0.7384646830321725,1.0
211,0.1917017510209138,-0.00024427569370021057,1.0,11900.0,1.0,0.1917017510209138,1.0
212,0.5782950494629243,0.010809140998704619,1.0,11700.0,1.0,0.5782950494629243,1.0
213,3.5010517749012546,25.714085951070782,3.0,26400.0,1.0,0.7749285334975026,1.0
214,0.8122919967552571,-0.0008291357788661908,1.0,11700.0,1.0,0.8122919967552571,1.0
215,0.6270469480447899,-0.026832876595769446,1.0,11900.0,1.0,0.6270469480447899,1.0
216,0.5009937347667817,-0.0007353008509338782,1.0,11900.0,1.0,0.5009937347667817,1.0
217,0.0046934307373937,-0.0030447928341662735,1.0,11800.0,1.0,0.0046934307373937,1.0
218,0.1103911412748031,0.003098030039939341,1.0,12000.0,1.0,0.1103911412748031,1.0
219,0.849386822693902,-0.005254387112390506,1.0,11900.0,1.0,0.849386822693902,1.0
220,0.5067943229037287,0.023709330197672247,1.0,29300.0,1.0,0.5067943229037287,1.0
221,0.2351833491167692,3.5002233632116936e-05,1.0,19400.0,1.0,0.2351833491167692,1.0
222,0.9799788145584071,0.2485039237648446,1.0,13600.0,1.0,0.9799788145584071,1.0
223,0.6911400179624977,-0.005020877288359481,1.0,12500.0,1.0,0.6911400179624977,1.0
224,0.9929486722883366,0.1154876533483105,1.0,12400.0,1.0,0.9929486722883366,1.0
225,0.9868869431338537,0.11715906551497754,1.0,12500.0,1.0,0.9868869431338537,1.0
226,0.15542706102992632,-0.01730466853449992,1.0,12900.0,1.0,0.15542706102992632,1.0
227,0.8662616544426857,0.22249998442131003,1.0,14800.0,1.0,0.8662616544426857,1.0
228,0.04285036016747468,-0.284848229331574,1.0,12500.0,1.0,0.04285036016747468,1.0
229,0.5615150889796275,-0.0030846596958492745,1.0,12500.0,1.0,0.5615150889796275,1.0
230,0.6580567332819405,0.002972103810401003,1.0,12200.0,1.0,0.6580567332819405,1.0
231,0.5042860136062927,0.052280062359530435,1.0,12100.0,1.0,0.5042860136062927,1.0
232,0.24268843031765885,0.01957642398257403,1.0,12500.0,1.0,0.24268843031765885,1.0
233,0.05191843770840876,-0.2759202416045634,1.0,16300.0,1.0,0.05191843770840876,1.0
234,0.7515188636792781,0.004005612952660734,1.0,12300.0,1.0,0.7515188636792781,1.0
235,0.22203034599320493,-0.010507941724990708,1.0,14700.0,1.0,0.22203034599320493,1.0
236,0.3558826475447886,0.0154826240709656,1.0,12100.0,1.0,0.3558826475447886,1.0
237,0.5477022430501787,0.03423281647654439,1.0,12300.0,1.0,0.5477022430501787,1.0
238,0.5100583441060592,-0.01933452350159174,1.0,11900.0,1.0,0.5100583441060592,1.0
239,0.47032528245964933,0.0026335268862397922,1.0,12000.0,1.0,0.47032528245964933,1.0
240,0.15435218411592944,0.000631100229065033,1.0,12400.0,1.0,0.15435218411592944,1.0
241,0.6128842638020414,0.06952906588183487,1.0,12200.0,1.0,0.6128842638020414,1.0
242,0.6444205019971708,-0.02629883230470227,1.0,12200.0,1.0,0.6444205019971708,1.0
243,0.2926253828556393,0.004568820705271832,1.0,12000.0,1.0,0.2926253828556393,1.0
244,0.6109921187714292,0.02132681060240411,1.0,12500.0,1.0,0.6109921187714292,1.0
245,0.8937203271113532,0.3777444532764558,1.0,12300.0,1.0,0.8937203271113532,1.0
246,0.9351837839643647,0.0701562691459624,1.0,13000.0,1.0,0.9351837839643647,1.0
247,0.501413605883792,-0.007673505121637499,1.0,12100.0,1.0,0.501413605883792,1.0
248,0.4025589898874148,-0.006550474895814703,1.0,13400.0,1.0,0.4025589898874148,1.0
249,0.30433027189015616,0.024160773047188853,1.0,12400.0,1.0,0.30433027189015616,1.0
250,0.9513881999463034,0.002819811896990011,1.0,12100.0,1.0,0.9513881999463034,1.0
251,0.3176320415512687,0.012042627293539375,1.0,12200.0,1.0,0.3176320415512687,1.0
252,0.7491913361158825,0.027779547719621225,1.0,12000.0,1.0,0.7491913361158825,1.0
253,0.2713100689318364,0.018974954449999377,1.0,12100.0,1.0,0.2713100689318364,1.0
254,0.27763253442557767,-0.00933397308999079,1.0,12000.0,1.0,0.27763253442557767,1.0
255,0.4150325256663462,-0.010153675813410142,1.0,13600.0,1.0,0.4150325256663462,1.0
256,0.667465725076885,0.0146471777366038,1.0,12400.0,1.0,0.667465725076885,1.0
257,0.17466097170191153,-0.0003866917220848089,1.0,12100.0,1.0,0.17466097170191153,1.0
258,0.2910182812190417,-0.09500249077286156,1.0,12500.0,1.0,0.2910182812190417,1.0
259,0.040776316850394734,-0.14983720992333915,1.0,12300.0,1.0,0.040776316850394734,1.0
260,0.11454653951227056,-0.3590228030937257,1.0,12000.0,1.0,0.11454653951227056,1.0
261,0.2240139588794775,-0.04806994435910623,1.0,12700.0,1.0,0.2240139588794775,1.0
262,0.3096697865312128,-0.19894753160513656,1.0,12000.0,1.0,0.3096697865312128,1.0
263,0.701834056727306,0.026596178383357615,1.0,11800.0,1.0,0.701834056727306,1.0
264,0.6740299106492907,0.001927691494572003,1.0,12200.0,1.0,0.6740299106492907,1.0
265,0.3325130651492606,0.007967395002985489,1.0,12200.0,1.0,0.3325130651492606,1.0
266,0.32128878982107456,0.00047360652671411346,1.0,12000.0,1.0,0.32128878982107456,1.0
267,0.0712745390559737,-0.009059014885215058,1.0,16100.0,1.0,0.0712745390559737,1.0
268,0.762885916010778,0.1367978738068963,1.0,12600.0,1.0,0.762885916010778,1.0
269,0.297443081932359,-0.04103310413132234,1.0,11800.0,1.0,0.297443081932359,1.0
270,0.7671175583729262,0.0016197030209900173,1.0,11900.0,1.0,0.7671175583729262,1.0
271,0.8751163254717291,-0.026787624056966473,1.0,12000.0,1.0,0.8751163254717291,1.0
272,0.2609099472596732,-0.008478392039650617,1.0,11700.0,1.0,0.2609099472596732,1.0
273,0.5086271739209601,0.034993673495324465,1.0,13800.0,1.0,0.5086271739209601,1.0
274,0.2281127748771168,0.003834949558963619,1.0,12000.0,1.0,0.2281127748771168,1.0
275,0.7363674052352154,-0.026442494404613253,1.0,27900.0,1.0,0.7363674052352154,1.0
276,0.3689438457164048,-0.0005884541206947245,1.0,12100.0,1.0,0.3689438457164048,1.0
277,0.023754791687631616,-0.00020555123434925224,1.0,12100.0,1.0,0.023754791687631616,1.0
278,0.460088348086948,0.0178720495823798,1.0,12000.0,1.0,0.460088348086948,1.0
279,0.9910308067357175,0.016208864679240383,1.0,29200.0,1.0,0.9910308067357175,1.0
280,0.06520303430751273,-0.013711550292586284,1.0,12400.0,1.0,0.06520303430751273,1.0
281,0.48224411788136423,0.022200391378769432,1.0,12200.0,1.0,0.48224411788136423,1.0
282,0.7431058747832479,0.014994809588027546,1.0,11700.0,1.0,0.7431058747832479,1.0
283,0.8710896318170536,0.006109307412906976,1.0,12000.0,1.0,0.8710896318170536,1.0
284,0.03333012170454941,-0.18658204353237076,1.0,11800.0,1.0,0.03333012170454941,1.0
285,0.7363938355866626,-0.004877443658676018,1.0,12000.0,1.0,0.7363938355866626,1.0
286,0.1841239145499597,0.005713453184350723,1.0,13000.0,1.0,0.1841239145499597,1.0
287,3.366702333754856,22.028288385689127,5.0,40600.0,1.0,0.2896924319254257,1.0
288,0.34378914629165747,-0.0866826851129688,1.0,12000.0,1.0,0.34378914629165747,1.0
289,0.7405282304057802,-0.00017019943317998196,1.0,11700.0,1.0,0.7405282304057802,1.0
290,0.6347587662325811,0.06020459606870402,1.0,12200.0,1.0,0.6347587662325811,1.0
291,0.553865770220037,0.008646819828922042,1.0,12100.0,1.0,0.553865770220037,1.0
292,0.39854206574205253,0.004524029337581218,1.0,12500.0,1.0,0.39854206574205253,1.0
293,0.0004444478001116581,-0.008514155928379629,1.0,12100.0,1.0,0.0004444478001116581,1.0
